"gvkey","tic","conm","prccq"
186102,"RNKLF","ROYAL NICKEL CORP",0.205
186103,"GDLLF","GEODRILL LTD",1.99
186105,"HVU.","HORIZONS BETAPR SP500 VIX BU",13.53
186109,"CTGO","CONTANGO ORE INC",18
186127,"OCNSF","OCEANUS RESOURCES CORP",0.29
186129,"SREV","SERVICESOURCE INTL INC",3.88
186130,"PVG","PRETIUM RESOURCES INC",9.61
186132,"ADC.UN","FIRST ASSET CDN CONVRT FD",6.94
186136,"RGLSF","REGULUS RESOURCES INC",1.54
186139,"UAN","CVR PARTNERS LP",3.49
186155,"ZENYF","ZENYATTA VENTURES LTD",1.04
186158,"JTPY","JETPAY CORP",2.1
186159,"SUPN","SUPERNUS PHARMACEUTICALS INC",43.1
186165,"WTHVF","WESTHAVEN VENTURES INC",0.09
186173,"RIINF","BRAVEHEART RESOURCES INC",0.075
186180,"VOC","VOC ENERGY TRUST",4.268
186188,"WHTGF","MANGAZEYA MINING LTD",0.03
186197,"DCIX","DIANA CONTAINERSHIPS INC",0.3751
186200,"RTEGF","RTG MINING INC",0.145
186206,"ANDX","ANDEAVOR LOGISTICS LP",51.69
186229,"MKA.","MKANGO RESOURCES LTD",0.055
186230,"AFH","ATLAS FINANCIAL HOLDINGS INC",14.9
186236,"FCHS","FIRST CHOICE HEALTHCARE SLT",1.47
186240,"RYPPF","RYU APPAREL INC",0.076
186275,"AGRO","ADECOAGRO SA",9.99
186276,"KOS","KOSMOS ENERGY LTD",6.41
186278,"AL","AIR LEASE CORP",37.36
186279,"MCC","MEDLEY CAPITAL CORP",6.39
186288,"WIFI","BOINGO WIRELESS INC",14.96
186289,"OXLC","OXFORD LANE CAPITAL CORP",9.91
186290,"WBKC","WOLVERINE BANCORP INC",40.12
186296,"TRRGF","TRANSATLANTIC MINING CORP",0.12
186308,"RPXC","RPX CORP",13.95
186310,"HII","HUNTINGTON INGALLS IND INC",186.16
186317,"EMRRF","EVRIM RESOURCES CORP",0.23
186336,"CJ","C&J ENERGY SERVICES INC",34.27
186344,"FBNK","FIRST CONNECTICUT BANCORP",25.65
186350,"LOMLF","LION ONE METALS LTD",0.59
186360,"THR","THERMON GROUP HOLDINGS INC",19.17
186363,"RLJ","RLJ LODGING TRUST",19.87
186370,"ESSI","ECO SCIENCE SOLUTIONS INC",1.465
186389,"CMCI","CHINA MODERN AGRL INFO INC",0.239
186390,"PGCG","PRIME GLOBAL CAPITAL GROUP",0.14
186392,"SEAS","SEAWORLD ENTERTAINMENT INC",16.27
186437,"GEVO","GEVO INC",0.6891
186493,"ABHD","ABTECH HOLDINGS INC",0.0135
186498,"PBSK","POAGE BANKSHARES INC",19.05
186501,"NGL","NGL ENERGY PARTNERS LP",14
186520,"P","PANDORA MEDIA INC",8.92
186540,"FQC.","FIRST ASSET MSCI CAN QLTY CL",22.46
186553,"3WIZD","WIZARD WORLD INC",0.2
186558,"CRBO","CARBON NATURAL GAS CO",10.5
186591,"SUNS","SOLAR SENIOR CAPITAL LTD",16.74
186607,"NLNK","NEWLINK GENETICS CORP",7.35
186617,"CCGN","CONSUMER CAPITAL GROUP INC",6.3
186664,"CPKOF","CASTLE PEAK MINING LTD",0.015
186669,"CCI.UN","CANADIAN CONVERTIBLES PLUS",5.87
186671,"MITT","AG MORTGAGE INVESTMENT TRUST",18.3
186675,"RLJE","RLJ ENTERTAINMENT INC",3.31
186718,"NQ","NQ MOBILE INC  -ADR",3.4
186725,"BKBLF","BLACK BULL RESOURCES INC",0.13
186748,"ICLD","INTERCLOUD SYSTEMS INC",0.0294
186765,"HGI.UN","GLOBAL TELECOM & UTIL INCOME",9.89
186772,"MGWFF","MAPLE LEAF GREEN WORLD INC",0.31
186773,"SXC","SUNCOKE ENERGY INC",10.9
186778,"SVROF","SILVER PREDATOR CORP",0.04
186779,"SRNA","SURNA INC",0.1175
186783,"VER","VEREIT INC",8.14
186785,"ARCO","ARCOS DORADOS HOLDINGS INC",7.45
186793,"BKIRF","BLACK IRON INC",0.085
186796,"NXOPF","NEXOPTIC TECHNOLOGY CORP",1.39
186823,"SPLP","STEEL PARTNERS HOLDINGS LP",18.6
186831,"AHY.UN","ADVANTAGED CANADIAN HIGH YD",7.76
186834,"ACST","ACASTI PHARMA INC",1.72
186836,"GMLP","GOLAR LNG PARTNERS LP",20.07
186838,"NWPP","NEW PEOPLES BANKSHARES INC",1.71
186845,"AMID","AMERICAN MIDSTREAM PRTNRS LP",12.85
186858,"ARMK","ARAMARK",40.98
186874,"MTGE","MTGE INVESTMENT CORP",18.8
186876,"VNET","21VIANET GROUP INC",5.02
186884,"SSNF","SUNSHINE FINANCIAL INC",21.5
186890,"JMSB","JOHN MARSHALL BANCORP INC",20.8
186893,"PFLT","PENNANTPARK FLOATING RT CAP",14.11
186896,"LGDTF","LIBERTY GOLD COR",0.4
186901,"ANLDD","ANFIELD ENERGY INC",0.065
186902,"ISRB","INSPIRED BUILDERS INC",0.02
186903,"SHSP","SHARPSPRING INC",4.53
186908,"CNPRF","CONDOR PETROLEUM INC",0.97
186953,"NSPR","INSPIREMD INC",0.67
186955,"ELLI","ELLIE MAE INC",109.91
186956,"ARSMD","AVESORO RESOURCES INC",0.04
186960,"CHEF","CHEFS' WAREHOUSE INC",13
186962,"SQNS","SEQUANS COMMUNICATIONS  -ADR",3.31
186970,"NMREF","NAMIBIA RARE EARTHS INC",0.075
186974,"CLRB","CELLECTAR BIOSCIENCES INC",1.63
186989,"MPC","MARATHON PETROLEUM CORP",52.33
186990,"SVVC","FIRSTHAND TECHNOLOGY VALU FD",8.39
186993,"GSVC","GSV CAPITAL CORP",4.34
186996,"RENN","RENREN INC",6.09
186998,"EFRGF","ENFORCER GOLD CORP",0.185
187036,"IDR.UN","REIT INDEXPLUS INCOME FUND",12.55
187039,"ZG","ZILLOW GROUP INC",48.84
187040,"SKIS","PEAK RESORTS INC",5.6
187041,"FRAN","FRANCESCAS HOLDINGS CORP",15.78
187045,"NGPHF","NORTHERN GRAPHITE CORP",0.3
187073,"ZX","CHINA ZENIX AUTO INTL  -ADR",1.78
187084,"PRTY","PARTY CITY HOLDCO INC",15.65
187100,"PRAY","PRACO CORP",0.11
187105,"WAGE","WAGEWORKS INC",67.2
187107,"ZDEXF","SINTANA ENERGY INC",0.03
187118,"YNDX","YANDEX N.V.",26.24
187122,"LIVX","LIVEXLIVE MEDIA",20
187128,"WPX","WPX ENERGY INC",9.66
187130,"SVVZF","ROCKCLIFF METALS CORPORATION",0.06
187141,"LSSCF","LSC LITHIUM CORPORATION",1.29
187148,"ORC","ORCHID ISLAND CAPITAL INC",9.86
187164,"HMST","HOMESTREET INC",27.675
187165,"FENG","PHOENIX NEW MEDIA LTD  -ADR",2.63
187166,"CNBX","CANNABICS PHARMACEUTICALS",0.89
187183,"M.","MOSAIC CAPITAL CORP",7.56
187216,"FDGMF","TANGO MINING LTD",0.04
187235,"GLDLF","GOLDMINING INC",1.75
187244,"NEXJF","NEXJ SYSTEMS INC",3.78
187252,"FCB","FCB FINANCIAL HOLDINGS INC",47.75
187253,"RM","REGIONAL MANAGEMENT CORP",23.63
187269,"NCD.UN","FIRST ASSET N AMERN CONV FD",7.37
187294,"CEUMF","CENTURY GLOBAL COMMODITIES",0.17
187348,"MOJO","MOJO ORGANICS INC",0.18
187350,"BOLC","BOLLENTE COS INC",0.76
187357,"IZEA","IZEA INC",1.91
187363,"GRPN","GROUPON INC",3.84
187366,"PSPW","3POWER ENERGY GROUP INC",0.085
187368,"VTGN","VISTAGEN THERAPEUTICS INC",1.87
187375,"RMGN","RMG NETWORKS HOLDING CORP",0.66
187392,"GBNXF","GIBSON ENERGY INC",16.76
187393,"SDIV","GLOBAL X SUPERDIVIDEND ETF",21.68
187401,"NCFFF","NORTHCLIFF RESOURCES LTD",0.18
187402,"RTLGF","ST AUGUSTINE GOLD & COPPER",0.03
187406,"AMCX","AMC NETWORKS INC",53.41
187410,"ANNIF","ANNIDIS CORP",0.015
187411,"LCTC","LIFELOC TECHNOLOGIES INC",10
187413,"XNET","XUNLEI LTD  -ADS",3.24
187418,"PNC.A","POSTMEDIA NETWORK CANADA CP",0.61
187422,"MGMB","MGM HOLDINGS INC",95.75
187423,"MRQRF","MONARQUES GOLD CORP",0.345
187434,"CARB","CARBONITE INC",21.8
187449,"CRYO","AMERICAN CRYOSTEM CORP",0.44
187450,"ENPH","ENPHASE ENERGY INC",0.865
187461,"NCPCF","NICKEL CREEK PLATINUM CORP",0.295
187462,"UBNT","UBIQUITI NETWORKS INC",51.97
187463,"CIGCF","ANCONIA RESOURCES CORP",0.025
187483,"FDUS","FIDUS INVESTMENT CORP",16.82
187490,"IMPV","IMPERVA INC",47.85
187491,"OAK","OAKTREE CAPITAL GROUP LLC",46.6
187517,"SKHRF","STAKEHOLDER GOLD CORP",0.35
187545,"LPKGF","LUPAKA GOLD CORP",0.135
187548,"MEEC","MIDWEST ENERGY EMISSIONS CP",0.4
187549,"CBF","CAPITAL BANK FINANCIAL CORP",38.1
187550,"ASPN","ASPEN AEROGELS INC",4.45
187551,"TSE","TRINSEO SA",68.7
187557,"RDEMF","RED EAGLE MINING CORP",0.285
187575,"TLYS","TILLY'S INC",9.56
187576,"ZNGA","ZYNGA INC",3.64
187596,"IROQ","IF BANCORP INC",19.5
187607,"SSNI","SILVER SPRING NETWORKS INC",11.28
187627,"ILCC","INTERNATIONAL LEADERS CAP CO",0.02
187631,"MACK","MERRIMACK PHARMACEUTICALS",1.24
187648,"PYRNF","PYROGENESIS CANADA INC",0.79
187650,"MDRPF","MIDAS GOLD CORP",0.72
187661,"ATBYF","ABITIBI ROYALTIES INC",9.14
187662,"VDOMF","VAL-D'OR MINING CORP",0.09
187664,"URANF","INTERNATIONAL PRSPCT VEN LTD",0.115
187665,"YGYI","YOUNGEVITY INTERNATIONAL INC",6.5
187672,"TRLPF","ACERUS PHARMACEUTICALS CORP",0.125
187677,"RNVA","RENNOVA HEALTH INC",0.37
187690,"HTA","HEALTHCARE TRUST OF AMERICA",31.11
187692,"REGI","RENEWABLE ENERGY GROUP INC",12.95
187696,"PRLB","PROTO LABS INC",67.25
187697,"EPAM","EPAM SYSTEMS INC",84.09
187698,"BCEI","BONANZA CREEK ENERGY INC",31.71
187709,"SRLP","SPRAGUE RESOURCES LP",28.2
187711,"CVSI","CV SCIENCES INC",0.28
187714,"WAIR","WESCO AIRCRAFT HOLDINGS INC",10.85
187720,"ARGS","ARGOS THERAPEUTICS INC",0.3631
187721,"ENFC","ENTEGRA FINANCIAL CORP",22.75
187722,"IMI","INTERMOLECULAR INC",0.9
187739,"VCRA","VOCERA COMMUNICATIONS INC",26.42
187740,"MTSI","M/ACOM TECHNOLOGY SOLUTIONS",55.77
187749,"DUNDF","DREAM GLOBAL REIT",10.92
187759,"NZERF","NEW ZEALAND ENERGY CORP",0.02
187765,"ECSNF","ECOSYNTHETIX INC",2.96
187766,"ERA","ERA GROUP INC",9.46
187773,"EXA","EXA CORP",13.76
187775,"CHUY","CHUY'S HOLDINGS INC",23.4
187780,"MGMLF","MAPLE GOLD MINES LTD",0.28
187794,"CMMMF","COMSTOCK METALS LTD",0.15
187796,"SLRRF","SILVER RANGE RESOURCES LTD",0.205
187810,"MCEP","MID-CON ENERGY PARTNERS -LP",1.36
187812,"MTDR","MATADOR RESOURCES CO",21.37
187833,"FRGI","FIESTA RESTAURANT GROUP INC",20.65
187851,"CARAF","CARACARA SILVER INC",0.01
187959,"BCOV","BRIGHTCOVE INC",6.2
187961,"LPI","LAREDO PETROLEUM INC",10.52
188155,"ANGI.1","ANGIE'S LIST INC",12.79
188157,"BV","BAZAARVOICE INC",4.7
188255,"FBHS","FORTUNE BRANDS HOME & SECUR",65.24
188355,"LIQT","LIQTECH INTERNATIONAL INC",0.32
188661,"GGGOF","GALANE GOLD LTD",0.095
188663,"SN","SANCHEZ ENERGY CORP",7.18
188855,"PRSS","CAFEPRESS INC",2.48
188856,"TAX","LIBERTY TAX INC",14.05
189360,"GNYPF","GAINEY CAPITAL CORP",0.105
189456,"ARGYF","AVANTI ENERGY INC",0.06
189459,"CG","CARLYLE GROUP LP",19.75
189462,"FOGO","FOGO DE CHAO INC",13.9
189487,"PJXRF","PJX RESOURCES INC",0.18
189491,"XYL","XYLEM INC",55.43
189516,"ACRE","ARES COMMERCIAL REAL ESTATE",13.09
189517,"ENVA","ENOVA INTERNATIONAL INC",14.85
189521,"CAT.","CHIMATA GOLD CORP",0.01
189531,"MXX.","MATRRIX ENERGY TECHNOLOGIES",0.27
189557,"HPMCF","AFRICA ENERGY CORP",0.133
189563,"UBIA","UBI BLOCKCHAIN INTERNET",4.88
189567,"MN","MANNING & NAPIER INC",4.35
189575,"STRXF","STRATA-X ENERGY LTD",0.04
189598,"ALMTF","ALMONTY INDUSTRIES INC",0.235
189757,"XELB","XCEL BRANDS INC",3.05
189860,"BLMT","BSB BANCORP INC",29.25
189955,"GAHC","GLOBAL ARENA HOLDINGS INC",0.0213
190355,"AXGN","AXOGEN INC",16.75
190455,"GWRE","GUIDEWIRE SOFTWARE INC",61.49
190558,"ROT.","ROTATION MINERALS LTD",0.2
190559,"HVV.","HIGHVISTA GOLD INC",0.17
190560,"CPMMF","CRYSTAL PEAK MINERALS INC",0.35
190567,"ASBB","ASB BANCORP INC",43.95
190572,"STAF","STAFFING 360 SOLUTIONS INC",0.75
190576,"ANKOF","ANGKOR GOLD CORP",0.32
190580,"CEMP","CEMPRA INC",4.6
190585,"CPNVF","COPPER NORTH MINING CORP",0.08
190586,"NTCPF","NORTHISLE COPPER & GOLD INC",0.16
190590,"GNE","GENIE ENERGY LTD",7.62
190856,"TNXP","TONIX PHARMACEUTICALS HLDG",4.33
190959,"LMOS","LUMOS NETWORKS CORP",17.87
190963,"NBHC","NATIONAL BANK HLDGS CORP",33.11
191255,"VAC","MARRIOTT VACATIONS WORLDWIDE",117.75
192159,"PRV.UN","PRO REAL ESTATE INVSTMT TR",2.21
192255,"ACHC","ACADIA HEALTHCARE CO INC",49.38
192755,"EXAD","EXPERIENCE ART & DESIGN INC",0.0036
193855,"WEBK","WELLESLEY BANCORP INC",27.7
194158,"AIOCF","AVIGILON CORP",14.39
194255,"VSTM","VERASTEM INC",2.18
194256,"WHLR","WHEELER REAL ESTATE INVT TR",10.21
194455,"AACTF","AURORA SOLAR TECHNLOGIES INC",0.265
194755,"AMPY","AMPLIFY ENERGY CORP",0.125
194855,"APPO","ALPHAPOINT TECHNOLOGY INC",0.098
194956,"WP","WORLDPAY INC",63.34
195356,"BICX","BIOCORRX INC",0.108
196055,"CLVS","CLOVIS ONCOLOGY INC",93.63
196159,"PBF","PBF ENERGY INC",22.26
196160,"BIOA","BIOAMBER INC",2.57
196268,"YELP","YELP INC",30.02
196269,"FBIO","FORTRESS BIOTECH INC",4.75
196355,"SYNC","SYNACOR INC",3.65
196457,"RKMSF","ROKMASTER RESOURCES CORP",0.055
196761,"CPC.","CANADIAN PLATINUM CORP",0.01
196766,"ALGDF","ALGOLD RESOURCES LTD",0.21
197355,"ECAOF","ECO (ATLANTIC) OIL & GAS LTD",0.3
197559,"EIGI","ENDURANCE INTL GRP HLDGS INC",8.35
197658,"PLTYF","PLASTEC TECHNOLOGIES LTD",6.5
197756,"CWMCF","CONSOLIDATED WOODJAM COPPER",0.065
198058,"KORS","MICHAEL KORS HOLDINGS LTD",36.25
198255,"DEAC","ELITE DATA SVCS INC",7e-04
198655,"OPLI.1","OPHTHALIX INC",0.106
199055,"GLYE","GLYECO INC",0.075
199356,"TRIP","TRIPADVISOR INC",38.2
199555,"SPDL","SPINDLE INC",0.17
199755,"KSSRF","KESSELRUN RESOURCES LTD",0.1
199864,"TIMGF","TOACHI MINING INC",0.39
199867,"LTDH","LIVING 3D HOLDINGS INC",0.13
200480,"MANU","MANCHESTER UNITED PLC",16.25
200595,"KNMCY","KONAMI HOLDINGS CORP",55.536
200856,"BVN","MINAS BUENAVENTURA SA",11.5
200976,"BAK","BRASKEM SA",20.72
201140,"ABEV","AMBEV SA",5.49
201336,"CRESY","CRESUD SACIFYA",19.45
201395,"TSM","TAIWAN SEMICONDUCTOR MFG CO",34.96
201706,"DRD","DRDGOLD LTD",3.15
201792,"EBR","ELETROBRAS-CENTR ELETR BRAS",3.75
201794,"ENLAY","ENEL SPA",5.354
203480,"SKM","SK TELECOM CO LTD",25.67
203944,"OIBRQ","OI SA",1.029
204203,"CPAC","CEMENTOS PACASMAYO SAA",11.43
204867,"WIT","WIPRO LTD",5.2
205692,"GOLD","RANDGOLD RESOURCES LTD",88.46
205809,"ZNH","CHINA SOUTHERN AIRLINES",41.4
205874,"SBS","COMPANHIA DE SANEAMENTO",9.52
205942,"BRFS","BRF SA",11.79
206059,"NPSNY","NASPERS LTD",19.424
206211,"FORTY","FORMULA SYSTEMS (1985) LTD",36.87
206454,"OGZPY","GAZPROM PJSC",3.998
206457,"LUKOY","OIL CO LUKOIL PJSC",48.466
206468,"ROSYY","ROSTELECOM PJSC",7.225
206956,"PCCWY","PCCW LTD",5.688
208057,"SID","COMPANHIA SIDERURGICA NACION",2.15
208068,"SPIL","SILICONWARE PRECISION INDS",7.97
208079,"SMSMY","SIMS METAL MGMT LTD",11.644
208323,"VEDL","VEDANTA LTD",15.52
209341,"UMC","UNITED MICROELECTRONICS CORP",2.44
209382,"VALE","VALE SA",8.75
209418,"VCO","VINA CONCHA Y TORO SA",30.98
210032,"AVIR","AVIRAGEN THERAPEUTICS INC",0.6695
210216,"TLSYY","TELSTRA CORP LTD",16.492
210418,"ABB","ABB LTD",24.9
211009,"INFY","INFOSYS LTD",15.02
211732,"BMA","BANCO MACRO SA",92.19
211819,"NGG","NATIONAL GRID",62.82
212340,"SHPG","SHIRE PLC",165.27
212773,"IMBBY","IMPERIAL BRANDS PLC",44.794
212782,"FMS","FRESENIUS MEDICAL CARE AG&CO",48.33
212950,"PAM","PAMPA ENERGIA SA",58.85
213288,"ERJ","EMBRAER SA",18.23
213412,"ASX","ADVANCED SEMICON ENGINEERING",6.31
214526,"MYTAY","MAGYAR TELEKOM",8.708
215422,"MHGVY","MARINE HARVEST ASA",17.059
216019,"AIXN","AIXTRON SE",6.84
218399,"ALSMY","ALSTOM SA",3.491
220211,"ICL","ICL-ISRAEL CHEMICALS LTD",4.73
220487,"LTM","LATAM AIRLINES GROUP SA",11.07
220546,"STO","STATOIL ASA",16.53
220579,"TLSNY","TELIA COMPANY AB",9.198
220940,"ORAN","ORANGE",15.98
220942,"ENGIY","ENGIE SA",15.072
221261,"CCHGY","COCA-COLA HBC AG",29.438
221545,"IBA","INDUSTRIAS BACHOCO SAB DE CV",57.98
221612,"TELNY","TELENOR ASA",16.534
221616,"DTEGY","DEUTSCHE TELEKOM",17.929
221821,"NJDCY","NIDEC CORP",25.61
222111,"PBR","PETROLEO BRASILEIRO SA- PETR",7.99
222357,"CIG","CIA ENERGETICA DE MINAS",2.4
222638,"TSU","TIM PARTICIPACOES SA",14.8
222648,"VIV","TELEFONICA BRASIL SA",13.49
223098,"RDY","DR REDDY'S LABORATORIES LTD",42.14
223148,"IBN","ICICI BANK LTD",8.97
223732,"TMICY","TREND MICRO INC",51.531
223911,"DCM","NTT DOCOMO INC",23.65
224604,"DELTY","DELTA GALIL INDUSTRIES LTD",29.515
232623,"EVTCY","EVOTEC AG",31.913
233491,"MX","MAGNACHIP SEMICONDUCTOR CORP",9.8
237269,"XBIO","XENETIC BIOSCIENCES PLC",2.76
237820,"GRAM","GRANA Y MONTERO SA",3.26
238157,"LOV.","SPARK NETWORKS INC",0.96
238616,"VEOEY","VEOLIA ENVIRONNEMENT",21.1
239356,"PRISY","PROMOTORA DE INFORMACIONES",2.679
241159,"CHT","CHUNGHWA TELECOM LTD",35.22
241216,"SYT","SYNGENTA AG",92.65
241335,"XTLB","XTL BIOPHARMACEUTICALS",3.16
241366,"BCH","BANCO DE CHILE",77.93
241388,"AVAL","GRUPO AVAL ACCIONES VALORES",8.28
241637,"BUD","ANHEUSER-BUSCH INBEV",110.36
242977,"AUO","AU OPTRONICS CORP",4.56
243011,"MTCPY","MTR CORP LTD",16.89
243145,"GZT","GAZIT GLOBE",9.78
243588,"BSMX","GRUPO FINANCIERO SANTANDER",9.64
244641,"ITRN","ITURAN LOCATION & CONTROL",31.3
245918,"IGT","INTL GAME TECHNOLOGY PLC",18.3
246010,"GENE","GENETIC TECHNOLOGIES LTD",0.901
247371,"LONE","LONESTAR RESOURCES US INC",4.3
247374,"IMRN","IMMURON LTD",8.6001
247881,"GWPH","GW PHARMACEUTICALS PLC",100.25
248136,"MFG","MIZUHO FINANCIAL GROUP INC",3.67
249158,"GLNG","GOLAR LNG LTD",22.25
249507,"PRAN","PRANA BIOTECHNOLOGY LTD",2.29
252614,"OTIV","ON TRACK INNOVATIONS",1.31
252819,"WF","WOORI BANK",48.6996
252940,"MTU","MITSUBISHI UFJ FINANCIAL GRP",6.75
253523,"IMMP","IMMUTEP LTD",2.16
253527,"PSDV","PSIVIDA CORP",1.71
253759,"BYDDY","BYD CO LTD",12.272
254096,"CYTX","CYTORI THERAPEUTICS INC",1.1
254338,"CHA","CHINA TELECOM CORP LTD",47.93
254381,"BNTC","BENITEC BIOPHARMA LTD",1.85
258664,"ITCB","ITAU CORPBANCA",13.31
258869,"TPH","TRI POINTE GROUP INC",13.19
259073,"PXSLY","PHARMAXIS LTD",2.876
259503,"LFC","CHINA LIFE INSURANCE (CHN)",15.34
260324,"MXMTY","MAXCOM TELECOMUNICACIONES SA",0.409
260651,"OCANF","OCEANAGOLD CORP",3.91
260737,"OPTT","OCEAN POWER TECHNOLOGIES INC",1.43
260774,"CBG","CBRE GROUP INC",36.4
260778,"WCG","WELLCARE HEALTH PLANS INC",179.56
260838,"CPHRF","CIPHER PHARMACEUTICALS INC",4.354
260893,"BLKB","BLACKBAUD INC",85.75
264265,"ALNY","ALNYLAM PHARMACEUTICALS INC",79.76
264385,"NUVA","NUVASIVE INC",76.92
264387,"ANGO","ANGIODYNAMICS INC",15.08
264393,"IVFH","INNOVATIVE FOOD HOLDINGS",0.61
264395,"GHL","GREENHILL & CO INC",20.1
264397,"CATM","CARDTRONICS PLC",32.86
264414,"MNTA","MOMENTA PHARMACEUTICALS INC",16.9
264416,"UCTT","ULTRA CLEAN HOLDINGS INC",18.75
264426,"ERDCF","ERDENE RESOURCE DEVELOPMENT",1
264485,"EQGPF","EQUITABLE GROUP INC",59.48
264509,"HEP","HOLLY ENERGY PARTNERS LP",32.48
264510,"BMNM","BIMINI CAPITAL MANAGEMENT",2.8
264586,"ONRTF","ONEREIT",3.74
264628,"SCZC","SANTA CRUZ COUNTY BANK",41.75
264694,"SENR","STRATEGIC ENVIRONMTL& ENERGY",0.6499
264708,"CAB","CABELAS INC",59.42
264713,"IFON","INFOSONICS CORP",0.47
266160,"CZWI","CITIZENS COMMUNITY BANCORP",13.98
266214,"CNS","COHEN & STEERS INC",40.54
266216,"ACFC","ATLANTIC COAST FINANCIAL CP",7.84
266257,"AINV","APOLLO INVESTMENT CORP",6.39
266263,"RPKIF","RICHARDS PACKAGING INCOME FD",29.95
266299,"EQI.","EQUITY FINANCIAL HLDGS INC",7.49
266315,"KRG","KITE REALTY GROUP TRUST",18.93
267054,"EDN","EMPRESA DISTRIBUIDORA Y COM",31.9
268208,"LXFR","LUXFER HOLDINGS PLC",12.79
269005,"CPL","CPFL ENERGIA SA",15.95
270281,"MTL","MECHEL PAO",4.63
270705,"HIMX","HIMAX TECHNOLOGIES INC",8.2
271342,"EURN","EURONAV",7.9
271357,"SMMT","SUMMIT THERAPEUTICS PLC",11
271607,"MESO","MESOBLAST LTD",7.95
271841,"GFA","GAFISA SA",6.57
271987,"CHFS","CHF SOLUTIONS INC",1.03
272699,"ESNC","ENSYNC INC",0.3697
272872,"GLPG","GALAPAGOS NV",76.52
272883,"SBI.","SERABI GOLD PLC",0.07
272884,"URPTF","URANIUM PARTICIPATION CORP",3.76
273246,"AVNZF","AVNEL GOLD MINING LTD",0.41
273395,"WENTF","WENTWORTH RESOURCES LTD",0.35
273505,"OHGI","ONE HORIZON GROUP INC",0.765
273726,"SDRL","SEADRILL LTD",0.3606
274072,"BSC.","BNS SPLIT CORP II",25
274075,"LMRXF","LARAMIDE RESOURCES LTD",0.335
274728,"EGFHF","ECHELON FINANCIAL HLDGS INC",13.3
274775,"EVARF","LOMBARD MEDICAL TECH PLC",0.55
275264,"AKER","AKERS BIOSCIENCES INC",1.25
275799,"MDGS","MEDIGUS",2.18
275823,"ILNLF","INV METALS INC",0.9
276731,"PLPM","PLANET PAYMENT INC",3.3
277186,"MNELF","MISSION NEWENERGY LTD",0.0115
277487,"LND","BRASILAGRO CIA BRAS DE PROP",3.7699
277579,"NUSMF","NAUTILUS MINERALS INC",0.22
277812,"GRFS","GRIFOLS SA",21.13
277846,"WSPOF","WSP GLOBAL INC",53.81
278120,"FNLIF","FIRST NATIONAL FINL CORP",27.15
278151,"GPRK","GEOPARK LTD",7.55
278153,"HCM","HUTCHISON CHINA MEDITECH LTD",23.31
278234,"EVTZF","EVERTZ TECHNOLOGIES LTD",16.9
278246,"EROS","EROS INTERNATIONAL PLC",11.45
278400,"XTMCF","XTREME DRILLING CORP",2.06
279398,"KATFF","KATANGA MINING LTD",0.64
279431,"SOL","RENESOLA LTD",2.44
282553,"CDTI","CLEAN DIESEL TECHNOLOGIES",2.79
282608,"CLLS","CELLECTIS SA",25.82
282715,"BLRX","BIOLINE RX LTD",0.845
282960,"RKNEF","REDKNEE SOLUTIONS INC",1.09
285085,"QURE","UNIQURE NV",6.19
285135,"GLBS","GLOBUS MARITIME LTD",1.24
285174,"FTEO","FRONTEO INC",15
285313,"BSBR","BANCO SANTANDER BRASIL  -ADR",7.53
285493,"TETHF","TETHYS PETROLEUM LTD",0.025
285660,"FAR.","FORACO INTL SA",0.36
286017,"MZOR","MAZOR ROBOTICS LTD",34.58
286396,"EVGN","EVOGENE LTD",5.06
286433,"OASM","OASMIA PHARMACEUTICAL AB",2.1062
287106,"GMNFF","GOBIMIN INC",0.55
287111,"KMDA","KAMADA LTD",6
287252,"MIXT","MIX TELEMATICS LTD",7.88
287462,"FF","FUTUREFUEL CORP",15.09
287882,"EC","ECOPETROL SA",9.09
289735,"XGTI","XG TECHNOLOGY INC",1.63
290862,"APEOF","GROWMAX RESOURCES CORP",0.115
291721,"ORXGF","ORCA EXPLORATION GROUP INC",4.01
291758,"KTOV","KITOV PHARMACEUTICALS HOLDIN",1.53
291881,"CANF","CAN FITE BIOPHARMA",1.7901
293754,"GNMX","AEVI GENOMIC MEDICINE INC",1.33
293884,"INXN","INTERXION HOLDING NV",45.78
293919,"SBBP","STRONGBRIDGE BIOPHARMA PLC",7.15
294007,"NTEC","INTEC PHARMA LTD",5.7
294524,"LYB","LYONDELLBASELL INDUSTRIES NV",84.39
294911,"LNZCF","SAMA RESOURCES INC",0.16
295786,"CNHI","CNH INDUSTRIAL NV",11.38
295917,"ZEAL","ZEALAND PHARMA AS",20.01
296318,"ORIG","OCEAN RIG UDW INC",0.1575
296697,"VLRS","CONTROLADORA VUELA COMPANIA",14.55
296885,"RDHL","REDHILL BIOPHARMA LTD",8.62
296944,"NADLQ","NORTH ATLANTIC DRILLING LTD",1.33
297094,"BVXV","BIONDVAX PHARMACEUTICALS",8.7844
297209,"PACDQ","PACIFIC DRILLING SA",1.71
298636,"AVH","AVIANCA HOLDINGS SA",6.5
300107,"NNDM","NANO DIMENSION LTD",6.1099
306398,"GIDYL","GI DYNAMICS INC",0.045
308992,"LEDIF","LED MEDICAL DIAGNOSTICS INC",0.0389
312009,"FRO","FRONTLINE LTD",5.73
312079,"DBVT","DBV TECHNOLOGIES",35.71
