"gvkey","tic","conm","prccq"
66336,"TSBA","TOUCHSTONE BANK",13.01
66354,"WPC","W P CAREY INC",66.01
66355,"FXNC","FIRST NATIONAL CORP/VA",14.65
66360,"TALN","TALON INTERNATIONAL INC",0.1
66366,"RMTI","ROCKWELL MEDICAL INC",7.93
66368,"VRSN","VERISIGN INC",92.96
66371,"IESC","IES HOLDINGS INC",18.15
66374,"CRME","CARDIOME PHARMA CORP",4.52
66376,"DRETF","DREAM OFFICE REAL EST INV TR",19.55
66379,"CECO","CAREER EDUCATION CORP",9.6
66385,"EGTYF","EGUANA TECHNOLOGIES INC",0.25
66393,"MRCY","MERCURY SYSTEMS INC",42.09
66394,"PFIS","PEOPLES FINANCIAL SERVICES",43.73
66401,"WTSHF","WESTSHORE TERMS INVESTMNT CP",21.01
66405,"GPL","GREAT PANTHER SILVER LTD",1.28
66431,"ATUSF","ALTIUS MINERALS CORP",12.07
66446,"PWR","QUANTA SERVICES INC",32.92
66453,"COFS","CHOICEONE FINANCIAL SERVICES",22.65
66481,"MACQF","THEMAC RESOURCES GROUP LTD",0.03
66496,"NUTR","NUTRACEUTICAL INTL CORP",41.65
66504,"CBAN","COLONY BANKCORP INC",13.7
66560,"WARGF","WAR EAGLE MINING CO INC",0.045
66579,"QUTIF","QUESTOR TECHNOLOGY INC",1.4
66586,"CNXN","PC CONNECTION INC",27.06
66588,"SRDX","SURMODICS INC",28.15
66597,"FUSB","FIRST US BANCSHARES INC",11.22
66599,"WDR","WADDELL&REED FINL INC  -CL A",18.88
66602,"CIX","COMPX INTERNATIONAL INC",15.205
66606,"SSCFF","SMARTCOOL SYSTEMS INC",0.045
66610,"BDMS","BIRNER DENTAL MGMT SVCS INC",13.5
66632,"UBSBF","KURE TECHNOLOGIES INC",0.08
66654,"ANH","ANWORTH MTG ASSET CORP",6.01
66665,"CAPC","CAPSTONE COS INC",0.6
66686,"VDSI","VASCO DATA SEC INTL INC",14.35
66697,"INO","INOVIO PHARMACEUTICALS INC",7.84
66731,"FII","FEDERATED INVESTORS INC",28.25
100075,"RENX","RELX NV",20.68
100080,"BAYRY","BAYER AG",129.11
100095,"BZLFY","BUNZL PLC",29.72
100103,"DLAKY","DEUTSCHE LUFTHANSA AG",22.726
100135,"TATYY","TATE & LYLE PLC",34.396
100165,"SSLTY","SANTOS LTD",2.324
100243,"AMCRY","AMCOR LTD",49.735
100245,"ATEYY","ADVANTEST CORP",17.106
100338,"RELX","RELX PLC",21.9
100363,"AMEZY.1","AMEC FOSTER WHEELER PLC",6.02
100401,"SPMYY","SPIRENT COMMUNICATIONS",6.066
100418,"ESALY","EISAI CO LTD",55.224
100424,"JMHLY","JARDINE MATHESON HLDGS LTD",64.2
100465,"SSL","SASOL LTD",27.95
100477,"JHX","JAMES HARDIE INDUSTRIES PLC",15.77
100572,"PSO","PEARSON PLC",8.97
100581,"LRLCY","L'OREAL SA",41.607
100590,"EONGY","E.ON SE",9.407
100609,"CTTAY","CONTINENTAL AG",43.101
100644,"FERGY","FERGUSON PLC",6.345
100699,"SHCAY","SHARP CORP",3.711
100737,"VLKAY","VOLKSWAGEN AG",30.966
100760,"KGFHY","KINGFISHER PLC",8.831
100873,"NLSN","NIELSEN HOLDINGS PLC",38.66
100953,"RWEOY","RWE AG",19.897
101020,"SEOAY","STORA ENSO OYJ",12.9
101088,"CKHUY","CK HUTCHISON HOLDINGS LTD",12.525
101202,"AIQUY","L'AIR LIQUIDE SA",24.682
101204,"SNY","SANOFI",47.91
101292,"PUBGY","PUBLICIS GROUPE SA",18.622
101310,"NVS","NOVARTIS AG",83.47
101317,"SNN","SMITH & NEPHEW PLC",34.85
101361,"WTKWY","WOLTERS KLUWER NV",42.275
101475,"AFLYY","AIR FRANCE - KLM",14.24
101718,"UPMKY","UPM-KYMMENE CORP",28.468
102089,"SDXAY","SODEXO",27.314
102341,"HMY","HARMONY GOLD MINING CO LTD",1.65
102345,"MXCYY","METSO OYJ",8.657
102422,"SPPJY","SAPPI LTD",6.647
102450,"NTDOY","NINTENDO CO LTD",41.919
102523,"VLEEY","VALEO SA",33.641
102696,"LOGI","LOGITECH INTERNATIONAL SA",36.66
102704,"UUGRY","UNITED UTILITIES GROUP PLC",22.537
102983,"CGG","CGG",4.43
103342,"SSEZY","SCOTTISH & SOUTHERN ENERGY",18.874
103487,"SAP","SAP SE",104.67
104092,"INTHY","INTOUCH HOLDINGS PCL",6.624
104432,"NCLH","NORWEGIAN CRUISE LINE HLDGS",54.29
104598,"PKX","POSCO",62.59
104831,"SPKKY","SPARK NEW ZEALAND LTD",13.839
104833,"HEINY","HEINEKEN NV",48.548
104904,"VNLPY","VERNALIS PLC",0.461
105089,"CX","CEMEX SAB DE CV",9.42
105104,"WMMVY","WAL MART DE MEXICO SA",23.249
105239,"AETUF","ARC RESOURCES LTD",16.96
105248,"ABCFF","ABACUS MINING & EXPL CORP",0.61
105276,"AMRZF","ARENA MINERALS INC",0.155
105301,"ARFCF","ALARMFORCE INDUSTRIES INC",10.79
105306,"AGMIF","ALDRIDGE MINERALS INC",0.205
105323,"GEMNF","GEMINI CORP",0.11
105325,"TGRO","TIGER OIL AND ENERGY INC",0.029
105333,"LMDCF","LINGO MEDIA CORP",0.27
105334,"BDRGF","BANDERA GOLD LTD",0.065
105364,"DTGI","DIGERATI TECHNOLOGIES INC",0.541
105365,"AMT","AMERICAN TOWER CORP",132.32
105382,"CCZFF","CRITICAL CONTROL ENRGY SRVCS",0.155
105393,"ATLRF","ATLATSA RESOURCES CORP",0.05
105413,"AHNMF","ARCHON MINERALS LTD",1.57
105429,"CYPYF","CYPRESS HILLS RESOURCE CORP",0.085
105435,"ASOLF","ASCOT RESOURCES LTD",1.89
105460,"AGCCF","GENSOURCE POTASH CORP",0.15
105464,"AUNFF","AURCANA CORP",0.2315
105475,"AVLNF","AVALON ADVANCED MATERIALS",0.145
105478,"MMTIF","MICROMEM TECHNOLOGIES INC",0.23
105517,"BADFF","BADGER DAYLIGHTING LTD",26.62
105538,"BSRR","SIERRA BANCORP/CA",24.55
105547,"BCS.PD","BARCLAYS BANK PLC",26.59
105572,"CMCXF","CMC METALS LTD",0.095
105579,"BCI.","NEW LOOK VISION GROUP INC",30.5
105590,"WEEEF","WESTERN ENERGY SERVICES CORP",1.75
105595,"BBL","BHP BILLITON GROUP (GBR)",30.76
105609,"BVTEF","ICONIC MINERALS LTD",0.055
105630,"PBMLF","PACIFIC BOOKER MINERALS INC",0.83
105632,"BRLXF","BORALEX INC",21.96
105634,"NNGVF","TESORO MINERALS CORP",0.07
105646,"CWVLD","CROWN POINT ENERGY INC",0.055
105651,"HNCKF","GIGA METALS CORPORATION",0.035
105659,"JAMGF","JASPER MINING CORP",0.06
105661,"KL","KIRKLAND LAKE GOLD LTD",12.27
105668,"JPOTF","JACKPOT DIGITAL INC",0.05
105670,"BRKL","BROOKLINE BANCORP INC",14.6
105673,"DRRSF","ARIANNE PHOSPHATE INC",0.9
105677,"GULSF","ASHANTI GOLD CORP",0.27
105689,"ILISF","DIVERGENT ENERGY SERVICES",0.14
105691,"IMAHF","I-MINERALS INC",0.475
105709,"CBEEF","CABO DRILLING CORP",0.015
105711,"IDIFF","INDICO RESOURCES LTD",0.02
105712,"NWXPF","NEWPORT EXPLORATION LTD",0.285
105719,"BALMF","BALMORAL RESOURCES LTD",0.68
105728,"CWYUF","SMARTCENTRES REIT",32.12
105755,"CRXIF","CANADIAN REAL ESTATE INVT TR",45.87
105775,"CANSF","MAKENA RESOURCES INC",0.145
105786,"AOIFF","AFRICA OIL CORP",1.49
105797,"CPSJF","CERRO MINING CORP",0.03
105811,"HVBTF","HIVE BLOCKCHAIN TECHNLGS LTD",0.29
105823,"CHXMD","TROILUS GOLD CORP",0.41
105830,"CRPOF","CEAPRO INC",0.94
105853,"GCRIF","ROGUE RESOURCES INC",0.48
105861,"WPM","WHEATON PRECIOUS METALS CORP",19.89
105872,"LGDOF","LUND ENTERPRISES CORP",0.15
105873,"JGFCF","JAGUAR FINANCIAL CORP",0.005
105911,"CLKFF","CLARKE INC",11.16
105936,"COLM","COLUMBIA SPORTSWEAR CO",58.06
105950,"AJXGF","AGJUNCTION INC",0.56
105982,"SWYDF","STORNOWAY DIAMOND CORP",0.77
105997,"DMIFF","DIAMCOR MINING INC",0.89
106003,"LGORF","LARGO RESOURCES LTD",0.41
106024,"IOGIF","IRONHORSE OIL & GAS INC",0.105
106025,"SOHFF","TELSON RESOURCES INC",0.345
106041,"CTPMF","CONTINENTAL PRECIOUS MINERLS",0.315
106048,"BRSOF","BRS RESOURCES LTD",0.11
106062,"CDDRF","CORRIDOR RESOURCES INC",0.495
106071,"ASKDF","FIRST ENERGY METALS LIMITED",0.045
106083,"FSVEF","FIRESTONE VENTURES INC",0.035
106098,"CYDVF","CYPRESS DEVELOPMENT CORP",0.09
106100,"CTDH","CTD HOLDINGS INC",0.49
106107,"IFLXF","IMAFLEX INC",1.12
106112,"NGD","NEW GOLD INC",3.18
106123,"DNLYF","PINE POINT MINING LTD",0.275
106126,"APDN","APPLIED DNA SCIENCES INC",1.76
106156,"PEYUF","PEYTO EXPLORATION & DEVELPMT",23.52
106179,"NRIFF","NUVO PHARMACEUTICALS INC",4.3
106203,"SA","SEABRIDGE GOLD INC",13.95
106210,"TAOIF","TAG OIL LTD",0.6
106225,"ECRTF","COLOMBIA CREST GOLD CORP",0.01
106227,"EGPLF","EAGLE PLAINS RESOURCES LTD",0.16
106233,"LWLG","LIGHTWAVE LOGIC INC",1.48
106261,"ELTP","ELITE PHARMACEUTICALS INC",0.188
106277,"EGDFF","ENERGOLD DRILLING CORP",0.445
106281,"ENDTF","CANOE EIT INCOME FUND",11.91
106336,"EUCTF","EUROCONTROL TECHNICS GRP INC",0.105
106351,"EXLLF","EXCELLON RESOURCES INC",1.42
106353,"MDNNF","NIOBAY METALS INC",0.175
106363,"AZMTF","AZIMUT EXPLORATION INC",0.3
106370,"EORBF","ORBITE TECHNOLOGIES INC",0.235
106373,"FMBM","F & M BANK CORP",29.2
106404,"FBSS","FAUQUIER BANKSHARES INC",19.0001
106418,"FPPP","FIELDPOINT PETROLEUM CORP",0.32
106454,"FI.H","FIRST IDAHO RESOURCES INC",0.08
106457,"SSEBF","SILVER SPRUCE RESOURCES INC",0.075
106464,"FQVLF","FIRST QUANTUM MINERALS LTD",10.97
106465,"FPOCF","FPX NICKEL CORP",0.085
106466,"TXT.UN","TOP 10 SPLIT TRUST",3.9
106480,"TVETF","TRAVERSE ENERGY LTD",0.295
106486,"PLM","POLYMET MINING CORP",0.7098
106510,"FTMDF","FORTUNE MINERALS LTD",0.2
106517,"ALDVF","ALDEVER RESOURCES INC",0.05
106518,"FOFN","FOUR OAKS FINCORP INC",18.6
106527,"TRBMF","TORQ RESOURCES INC",0.66
106528,"FRHLF","FREEHOLD ROYALTIES LTD",13.05
106551,"USYNF","UNISYNC CORP",3.02
106561,"GWRRF","ENGOLD MINES LTD",0.365
106574,"PAOS","AMERINAC HOLDING CORP",50
106589,"GNBT","GENEREX BIOTECHNOLOGY CORP",4.37
106603,"GGLXF","GGL RESOURCES CORP",0.025
106609,"GLMFF","GLACIER MEDIA INC",0.61
106610,"GILXF","GITENNES EXPLORATION INC",0.055
106616,"DJIFF","DAJIN RESOURCES CORP",0.095
106621,"HRRZF","HORIZON PETROLEUM LTD",0.26
106627,"GLKFF","RAISE PRODUCTION INC",0.16
106629,"MKVNF","MK2 VENTURES LTD",0.15
106660,"MTYFF","MTY FOOD GROUP INC",47.82
106680,"LSANF","LOS ANDES COPPER LTD",0.26
106686,"BAJFF","CAMROVA RESOURCES INC",0.07
106687,"BWMG","BROWNIE'S MARINE GROUP INC",0.0139
106701,"GPTRF","GRANDE PORTAGE RESOURCES LTD",0.15
106709,"GCGMF","GREAT CANADIAN GAMING CORP",23.88
106720,"AHFCF","LOGIQ ASSET MANAGEMENT INC",0.035
106722,"TAKD","TRANSAKT LTD",0.14
106737,"GRDSF","GROUNDSTAR RESOURCES LTD",0.02
106789,"EKGGF","CARDIOCOMM SOLUTIONS INC",0.085
106803,"UNIGF","RED OAK MINING CORP",0.015
106808,"BIOYF","BIOSYENT INC",8.22
106815,"HLTOY","OTE - HELLENIC TELECOM ORG",6.011
106837,"RCTFF","ROCHESTER RESOURCES LTD",0.04
106846,"3HLFN","HOME LOAN FINANCIAL CORP",27.5
106853,"HFBC","HOPFED BANCORP INC",14.334
106877,"LOKCF","ONENERGY INC",0.375
106878,"HYKCF","HYDUKE ENERGY SERVICES INC",0.35
106897,"ICLTF","ITASCA CAPITAL LTD",0.7
106915,"IDYLF","IMAGING DYNAMICS CO LTD",0.15
106957,"AILQF","AIRIQ INC",0.145
106965,"SAMOF","SANGOMA TECHNOLOGIES CORP",0.83
106989,"IBTGF","INTERNATIONAL BARRIER TECH I",0.2749
106995,"PNMLF","JAYDEN RESOURCES INC",0.1
106996,"GRJVF","GOLD REACH RESOURCES LTD",0.105
106998,"CVVUF","CANALASKA URANIUM LTD",0.445
107005,"FGOVF","FREEGOLD VENTURES LTD",0.1235
107032,"THM","INTERNATIONAL TOWER HILL MIN",0.48
107038,"TLTFF","THERALASE TECHNOLOGIES INC",0.385
107048,"CZXMF","CANADA ZINC METALS CORP",0.24
107098,"FSM","FORTUNA SILVER MINES INC",4.89
107130,"KIQ","KELSO TECHNOLOGIES INC",0.803
107134,"ESKYF","ESKAY MINING CORP",0.4
107144,"BLKPF","BLACKPEARL RESOURCES INC",1
107148,"AHP.","ALLIED HOTEL PPTYS INC",0.085
107150,"NIOBF","NIOCORP DEVELOPMENTS LTD",0.75
107154,"KLDX","KLONDEX MINES LTD",3.37
107162,"AGGFF","AFRICAN GOLD GROUP INC",0.0435
107194,"AFMJF","ALPHAMIN RESOURCES CORP",0.39
107213,"BRYFF","BRI-CHEM CORP",0.58
107217,"PLYFF","PLAYFAIR MINING LTD",0.095
107236,"RGDFF","REUNION GOLD CORP",0.14
107245,"EXK","ENDEAVOUR SILVER CORP",3.05
107258,"SMTS","SIERRA METALS INC",3.25
107260,"ROGFF","ROXGOLD INC",1.12
107298,"TCLVF","EASTCOAL INC",0.005
107325,"MCBC","MACATAWA BANK CORP",9.54
107326,"MCDMF","MACDONALD MINES EXPLORATION",0.115
107327,"MCKZF","MACKENZIE MASTER LP",0.97
107332,"CCJMF","MELIOR RESOURCES INC",0.05
107340,"MJGCF","MAJESTIC GOLD CORP",0.058
107350,"EMX","EMX ROYALTY CORPORATION",1.21
107399,"ENAFF","ENABLENCE TECHNOLOGIES INC",0.07
107434,"MGHCF","MINCO GOLD CORP",0.2
107446,"NTWK","NETSOL TECHNOLOGIES INC",3.95
107447,"MRDDF","MIRANDA GOLD CORP",0.08
107476,"MLYCF","AMERICAN CUMO MINING CORP",0.37
107480,"EVRRF","EVERTON RESOURCES INC",0.09
107487,"ZMWYF","ZOOMAWAY TRAVEL INC",0.045
107503,"TITUF","TITANIUM CORP INC",0.95
107543,"CHWE","CHINAWE.COM INC",0.006
107551,"PNCKF","PURE NICKEL INC",0.015
107559,"CNNEF","CANACOL ENERGY LTD",4.29
107590,"NKRSF","NIKO RESOURCES LTD",0.06
107591,"SBWFF","STRONGBOW EXPLORATION INC",0.145
107592,"NIOCF","NIOCAN INC",0.09
107611,"COGDD","COMPASS GOLD CORP",0.065
107613,"SMDZF","STRATEGIC METALS LTD",0.55
107616,"NOSOF","NORONT RESOURCES LTD",0.365
107629,"3NODB","NORTH DALLAS BANK & TRUST CO",71.35
107637,"NAK","NORTHERN DYNASTY MINERAL LTD",1.81
107643,"NWYF","NORTHWAY FINANCIAL INC",27.7
107644,"3NWIN","NORTHWEST IND BANCORP",40.5
107651,"APAFF","VANADIUMCORP RESOURCES INC",0.07
107692,"SCRH","SCORES HOLDING CO INC",0.0084
107693,"EOXFF","EUROMAX RESOURCES LTD",0.45
107710,"OR","OSISKO GOLD ROYALTIES",15.85
107712,"UUUU","ENERGY FUELS INC",1.59
107751,"PISEF","PACIFIC INSIGHT ELECTRONICS",9.77
107757,"AXXDF","ALDERON IRON ORE CORP",0.33
107758,"VGLDF","VANGOLD MINING CORP",0.16
107781,"HBM","HUDBAY MINERALS INC",5.75
107817,"PGC","PEAPACK-GLADSTONE FINL CORP",31.29
107843,"TPIV","TAPIMMUNE INC",3.88
107853,"PTORF","SPARTAN ENERGY CORP",6.15
107860,"CMLGF","CANICKEL MINING LTD",0.13
107920,"PMX.","PROAM EXPLORATIONS CORP",0.025
107925,"TRARF","TERAS RESOURCES INC",0.135
107965,"QTRRF","QUATERRA RESOURCES INC",0.0799
108015,"RHWKF","REDHAWK RESOURCES INC",0.025
108068,"HOILF","HUNTER OIL CORP",2.09
108070,"SGMNF","SUTTER GOLD MINING INC",0.045
108071,"RIOCF","RIOCAN REIT",24.07
108082,"RDIAF","ROCKWELL DIAMONDS INC",0.06
108108,"RYSMF","ROYAL STANDARD MINERALS INC",0.009
108113,"EWPMF","EAST WEST PETROLEUM CORP",0.095
108142,"SGSVF","SABINA GOLD & SILVER CORP",2
108163,"FOLGF","FALCON OIL & GAS LTD",0.385
108209,"SGRNF","SERENGETI RESOURCES LTD",0.13
108218,"PPEHF","PURE TECHNOLOGIES LTD",4.89
108233,"SHGDF","SHORE GOLD INC",0.315
108291,"MWXRF","MINEWORX TECHNOLOGIES LTD",0.08
108297,"LUNMF","LUNDIN MINING CORP",5.69
108319,"VKIN","VIKING ENERGY GROUP",0.17
108326,"SVM","SILVERCORP METALS INC",3.21
108331,"SPS.","SPORTSCENE GROUP INC",6.05
108332,"SPVEF","ATLANTIC GOLD CORP",1.57
108344,"SHVLF","STARCORE INTL MINES LTD",0.51
108348,"TEUM","PARETEUM CORP",0.5803
108349,"PHXHF","PHX ENERGY SERVICES CORP",2.35
108363,"LTXFF","LABRADOR TECHNOLOGIES INC",0.01
108373,"NTSFF","NANOTECH SECURITY CORP",1.26
108391,"BXE","BELLATRIX EXPLORATION LTD",0.74
108403,"SRYB","SURREY BANCORP",12.2
108507,"TMGEF","THERMAL ENERGY INTL INC",0.1
108532,"TPCFF","TITAN LOGIX CORP",0.57
108548,"WLDVF","ARIZONA MINING INC",2.85
108557,"KNPRF","AFRICA HYDROCARBONS INC",0.3
108559,"PYCFF","MARRET RESOURCE CORP",0.39
108592,"CLKXF","TWC ENTERPRISES LTD",12.99
108603,"STMGF","STAMPER OIL & GAS CORP",0.495
108630,"OVTZ","OCULUS VISIONTECH INC",0.101
108645,"UPL","ULTRA PETROLEUM CORP",10.85
108664,"UBOH","UNITED BANCSHARES INC/OH",23.35
108665,"BRUZF","CANADA CARBON INC",0.17
108684,"NKWFF","NAIKUN WIND ENERGY GROUP INC",0.065
108688,"PRPCF","PROPHECY DEVELOPMENT CORP",3.13
108693,"JSDA","JONES SODA CO",0.5043
108722,"RDEXF","RED PINE EXPLORATION INC",0.105
108728,"ZUMRF","ZOOMERMEDIA LTD",0.05
108744,"VITFF","VICTORIA GOLD CORP",0.67
108756,"ETRXF","ETRION CORP",0.255
108768,"AG","FIRST MAJESTIC SILVER CORP",8.31
108769,"VCIGF","VITREOUS GLASS INC",3.7
108797,"WFGCF","WATERFRONT CAPITAL CORP",0.02
108804,"EDVMF","ENDEAVOUR MINING CORP",22.38
108830,"WTCRF","WESTERN TROY CAP RES INC",0.02
108831,"WPRT","WESTPORT FUEL SYSTEMS INC",2.35
108834,"GQMLF","GREAT QUEST FERTILIZER LTD",0.19
108841,"CSPUF","CANADIAN SPIRIT RESOURCES",0.11
108870,"ADRGF","AMADOR GOLD CORP",0.165
108880,"SOGFF","STRATEGIC OIL & GAS LTD",2.23
108979,"FGBI","FIRST GUARANTY BANCSHARES",27.24
109079,"RLH","RED LION HOTELS CORP",7.35
109084,"OME","OMEGA PROTEIN CORP",17.9
109183,"PFBC","PREFERRED BANK LOS ANGELES",53.47
109186,"SOFO","SONIC FOUNDRY INC",3.9
109519,"BOTH","BIOETHICS LTD",0.45
109599,"HTBK","HERITAGE COMMERCE CORP",13.78
109621,"LBAI","LAKELAND BANCORP INC",18.85
109659,"TCFC","COMMUNITY FINANCIAL CORP",38.5
109682,"PUCCF","PANCONTINENTAL GOLD CORP",0.05
109826,"MANH","MANHATTAN ASSOCIATES INC",48.06
109919,"CRAI","CRA INTERNATIONAL INC",36.32
109926,"LHO","LASALLE HOTEL PROPERTIES",29.8
109981,"SFDL","SECURITY FEDERAL CORP",29.55
110039,"AMKR","AMKOR TECHNOLOGY INC",9.77
110065,"IPCC","INFINITY PROPERTY & CAS CORP",94
110166,"POEFF","PAN ORIENT ENERGY CORP",1.8
110179,"VTR","VENTAS INC",69.48
110243,"FGFH","FORESIGHT FINANCIAL GROUP",30.15
110250,"SMMF","SUMMIT FINANCIAL GROUP INC",22
110359,"FIZN","FIRST CITIZENS BANCSHRS INC",46.5
110529,"EVOL","EVOLVING SYSTEMS INC",5.15
110566,"IOSP","INNOSPEC INC",65.55
110588,"AGTK","AGRITEK HOLDINGS INC",0.0119
110620,"ICLR","ICON PLC",97.79
110685,"LLL","L3 TECHNOLOGIES INC",167.08
110687,"PRZFF","PRIZE MINING CORP",0.69
110728,"IDXG","INTERPACE DIAGNOSTICS GP INC",0.891
110732,"WCN","WASTE CONNECTIONS INC",64.42
110760,"AXTI","AXT INC",6.35
110802,"AWX","AVALON HOLDINGS CORP",2.43
110804,"NEFF","NEFF CORP",19
110940,"CZBC","CITIZENS BANCORP/OR",14.7
110979,"CATC","CAMBRIDGE BANCORP",67.25
110999,"QMXGF","QMX GOLD CORP",0.245
111000,"HCKT","HACKETT GROUP INC",15.5
111003,"MDPCF","MADISON PACIFIC PPTYS INC",3.2
111064,"ULTI","ULTIMATE SOFTWARE GROUP INC",210.06
111103,"HZO","MARINEMAX INC",19.55
111179,"HWBK","HAWTHORN BANCSHARES INC",20.95
111282,"CNRD","CONRAD INDUSTRIES INC",17.47
111459,"3FNHM","FNBH BANCORP INC",1.95
111486,"GIL","GILDAN ACTIVEWEAR INC",30.73
111491,"SCOO","SCHOOL SPECIALTY INC",118.25
111527,"CZBT","CITIZENS BANCORP VA INC",22.5
111534,"MSTR","MICROSTRATEGY INC",191.67
111535,"SKAS","SAKER AVIATION SERVICES INC",0.155
111537,"UNB","UNION BANKSHARES INC",47.5
111629,"CXDO","CREXENDO INC",1.82
111640,"CBKM","CONSUMERS BANCORP INC",19
111662,"BEBE","BEBE STORES INC",5.95
111675,"TYCB","TAYLOR CALVIN B BANKSHARES",28.1
111721,"EGBN","EAGLE BANCORP INC/MD",63.3
111779,"COBZ","COBIZ FINANCIAL INC",17.4
111819,"ORRF","ORRSTOWN FINANCIAL SVCS INC",22.85
111864,"CTSH","COGNIZANT TECH SOLUTIONS",66.4
111872,"PBCO","PEOPLES BK COMM MEDFORD/OR",12.5
111873,"RH","RH",47.97
111880,"DOX","AMDOCS",64.46
111940,"FNLC","FIRST BANCORP INC/ME",27.06
111941,"GGB","GERDAU SA",3.05
111959,"ATDEF","MONTANA EXPLORATION CORP",0.125
111974,"TSQ","TOWNSQUARE MEDIA INC",10.24
112030,"CMLSQ","CUMULUS MEDIA INC",0.45
112111,"CSGP","COSTAR GROUP INC",263.6
112112,"BOCH","BANK OF COMMERCE HOLDINGS",11.05
112116,"PNLYY","POSTNL NV",4.661
112158,"CLS","CELESTICA INC",13.58
112167,"GRWIF","CHINOOK TYEE INDUSTRY LTD",0.22
112168,"RSG","REPUBLIC SERVICES INC",63.73
112211,"DFIFF","DIAMOND FIELDS RSOURCES",0.125
112254,"PFBX","PEOPLES FINANCIAL CORP/MS",13.75
112295,"FCCO","FIRST COMMUNITY CORP/SC",21
112410,"UCFC","UNITED COMMUNITY FINL CORP",8.31
112542,"HBIA","HILLS BANCORPORATION",54.35
112572,"FMAO","FARMERS & MERCHANTS BCP/OH",62
112617,"URAGF","HPQ-SILICON RESOURCES INC",0.12
112652,"DMKBA","DENMARK BANCSHARES INC",18.908
112674,"IIBK","IDAHO INDEPENDENT BK COEUR",10.2
112721,"RBCAA","REPUBLIC BANCORP INC/KY",35.7
112759,"LEU","CENTRUS ENERGY CORP",4.23
112774,"ELON","ECHELON CORP",5.16
112819,"SMED","SHARPS COMPLIANCE CORP",4.23
112820,"TCYSF","TECSYS INC",11.2
112876,"EPD","ENTERPRISE PRODS PRTNRS  -LP",27.08
112881,"PFSCF","PROMETIC LIFE SCIENCES INC",1.68
112968,"MTEX","MANNATECH INC",15.6
113090,"ARAO","AURASOURCE INC",0.1
113093,"SAL","SALISBURY BANCORP INC",41.05
113339,"UWHR","UWHARRIE CAPITAL CORP",5.4
113419,"CVG","CONVERGYS CORP",23.78
113421,"GNLAF","GENESIS LAND DEVELOPMENT CP",3.48
113490,"CCI","CROWN CASTLE INTL CORP",100.18
113978,"FNCB","FNCB BANCORP INC",7.8
114200,"PRYNF","BACKSTAGEPLAY INC",0.27
114203,"CETX","CEMTREX INC",3.6
114209,"FLXT","FLEXPOINT SENSOR SYSTEMS INC",0.068
114211,"ZPTAF","SURGE ENERGY INC",2.09
114370,"IXYS","IXYS CORP",16.45
114415,"RIBT","RICEBRAN TECHNOLOGIES",0.96
114524,"EBAY","EBAY INC",34.92
114628,"GS","GOLDMAN SACHS GROUP INC",221.9
114698,"EMAN","EMAGIN CORP",2.45
114745,"IFRTF","INTL FRONTIER RESOURCES CORP",0.25
114832,"GIXEF","GEOLOGIX EXPLORATIONS INC",0.06
114880,"MFNC","MACKINAC FINANCIAL CORP",13.99
114881,"SGLDF","SHOAL GAMES LTD",0.46
114927,"SCMWY","SWISSCOM AG",48.316
114956,"XBKS","XENITH BANKSHARES INC",31.06
115044,"AQN","ALGONQUIN POWER & UTIL CORP",13.65
115165,"ACOL","ACOLOGY INC",0.016
115243,"CRGS","CURAEGIS TECHNOLOGIES INC",0.85
115313,"TGLO","THEGLOBE.COM INC",0.0011
115404,"WBMD","WEBMD HEALTH CORP",58.65
115411,"QSEP","QS ENERGY INC",0.215
115418,"AGCBF","AMARILLO GOLD CORP",0.34
115516,"FNFI","FIRST NILES FINANCIAL INC",10
115556,"CHWWF","CHESSWOOD GROUP LTD",11.89
115751,"DNXWF","DYNEX POWER INC",0.09
115757,"AOBC","AMERICAN OUTDOOR BRANDS CORP",22.15
115766,"FNHC","FEDERATED NATIONAL HLDG CO",16
115813,"IEI.","IMPERIAL EQUITIES INC",4.3
115831,"NTIP","NETWORK-1 TECHNOLOGIES INC",4.25
115876,"PB","PROSPERITY BANCSHARES INC",64.24
115920,"UBNC","UNION BANK",15.25
115945,"FIORF","FIORE EXPLORATION LTD",0.35
115960,"VABK","VIRGINIA NATIONAL BANKSHARES",36.7
116025,"SPIN","SPINE INJURY SOLUTIONS INC",0.33
116029,"PAA","PLAINS ALL AMER PIPELNE  -LP",26.27
116164,"CSVI","COMPUTER SERVICES INC",45.5
116166,"PCYG","PARK CITY GROUP INC",12.15
116209,"PYDS","PAYMENT DATA SYSTEMS INC",1.21
116324,"ATMO","ATI MODULAR TECHNOLOGY CORP",1
116504,"SNBR","SLEEP NUMBER CORPORATION",35.49
116614,"URVNF","URAVAN MINERALS INC",0.055
116772,"BCOR","BLUCORA INC",21.2
116829,"CTEK","CYNERGISTEK INC",4.56
116894,"CSHB","COMMUNITY SHORES BANK CORP",2.75
116943,"VMII","VOICE MOBILITY INTL INC",0.02
117002,"PWEB","PACIFIC WEBWORKS INC",0.0043
117018,"CFBK","CENTRAL FEDERAL CORP",2.08
117026,"GCBC","GREENE COUNTY BANCORP INC",27.2
117027,"IVFZF","INVICTUS FINANCIAL INC",0.03
117034,"FCAP","FIRST CAPITAL INC",31.15
117036,"GDEN","GOLDEN ENTERTAINMENT INC",20.71
117114,"SKVI","SKINVISIBLE INC",0.02
